birth,location,date
1895,"Staszow, Poland",1895.01.01
1922,"Staszow, Poland",1922.01.01
1924,"Staszow, Poland",1924.01.01
1881,"Staszow, Poland",1881.01.01
1908,"Staszow, Poland",1908.01.01
1905,"Staszow, Poland",1905.01.01
1920,"Pczany, Poland",1920.01.01
1920,"Nowosielica, Poland",1920.01.01
1920,"Kalisz, Poland",1920.01.01
1904,"Kalisz, Poland",1904.01.01
1922,"Kalisz, Poland",1922.01.01
1922,"Kalisz, Poland",1922.01.01
1924,"Kalisz, Poland",1924.01.01
1910,"Kalisz, Poland",1910.01.01
1909,"Kalisz, Poland",1909.01.01
1906,"Kalisz, Poland",1906.01.01
1885,"Kalisz, Poland",1885.01.01
1908,"Kalisz, Poland",1908.01.01
1908,"Kalisz, Poland",1908.01.01
1905,"Kalisz, Poland",1905.01.01
1917,"Kalisz, Poland",1917.01.01
1917,"Kalisz, Poland",1917.01.01
1919,"Kalisz, Poland",1919.01.01
1919,"Kalisz, Poland",1919.01.01
1886,"Kalisz, Poland",1886.01.01
1886,"Kalisz, Poland",1886.01.01
1899,"Tomaszow Mazowiecki, Poland",1899.01.01
1898,"Tomaszow Mazowiecki, Poland",1898.01.01
1882,"Tomaszow Mazowiecki, Poland",1882.01.01
1924,"Tomaszow Mazowiecki, Poland",1924.01.01
1899,"Xanthi, Greece",1899.01.01
1908,"Xanthi, Greece",1908.01.01
1899,"Bialobrzeg, Poland",1899.01.01
1880,"Bialobrzeg, Poland",1880.01.01
1914,"Bialobrzeg, Poland",1914.01.01
1910,"Bialobrzeg, Poland",1910.01.01
1899,"Novi Sad, Yugoslavia",1899.01.01
1900,"Novi Sad, Yugoslavia",1900.01.01
1890,"Novi Sad, Yugoslavia",1890.01.01
1933,"Novi Sad, Yugoslavia",1933.01.01
1896,"Novi Sad, Yugoslavia",1896.01.01
1872,"Novi Sad, Yugoslavia",1872.01.01
1899,"Wyszkow, Poland",1899.01.01
1904,"Wyszkow, Poland",1904.01.01
1899,"Będzin, Poland",1899.01.01
1904,"Będzin, Poland",1904.01.01
1898,"Będzin, Poland",1898.01.01
1870,"Będzin, Poland",1870.01.01
1900,"Będzin, Poland",1900.01.01
1914,"Będzin, Poland",1914.01.01
1914,"Będzin, Poland",1914.01.01
1895,"Będzin, Poland",1895.01.01
1895,"Będzin, Poland",1895.01.01
1922,"Będzin, Poland",1922.01.01
1892,"Będzin, Poland",1892.01.01
1924,"Będzin, Poland",1924.01.01
1910,"Będzin, Poland",1910.01.01
1910,"Będzin, Poland",1910.01.01
1910,"Będzin, Poland",1910.01.01
1921,"Będzin, Poland",1921.01.01
1911,"Będzin, Poland",1911.01.01
1915,"Będzin, Poland",1915.01.01
1903,"Będzin, Poland",1903.01.01
1931,"Będzin, Poland",1931.01.01
1906,"Będzin, Poland",1906.01.01
1901,"Będzin, Poland",1901.01.01
1908,"Będzin, Poland",1908.01.01
1905,"Będzin, Poland",1905.01.01
1907,"Będzin, Poland",1907.01.01
1907,"Będzin, Poland",1907.01.01
1883,"Będzin, Poland",1883.01.01
1897,"Będzin, Poland",1897.01.01
1896,"Będzin, Poland",1896.01.01
1917,"Będzin, Poland",1917.01.01
1917,"Będzin, Poland",1917.01.01
1917,"Będzin, Poland",1917.01.01
1884,"Będzin, Poland",1884.01.01
1888,"Będzin, Poland",1888.01.01
1919,"Będzin, Poland",1919.01.01
1938,"Będzin, Poland",1938.01.01
1875,"Będzin, Poland",1875.01.01
1886,"Będzin, Poland",1886.01.01
1934,"Będzin, Poland",1934.01.01
1899,"Wettitz,",1899.01.01
1899,"Zawiercie, Poland",1899.01.01
1909,"Zawiercie, Poland",1909.01.01
1925,"Zawiercie, Poland",1925.01.01
1901,"Zawiercie, Poland",1901.01.01
1865,"Zawiercie, Poland",1865.01.01
1934,"Zawiercie, Poland",1934.01.01
1899,"Obersiebenbrunn, Austria",1899.01.01
1899,"Obersiebenbrun,",1899.01.01
1899,"Uebigau, Germany",1899.01.01
1899,"Hoghiz, Romania",1899.01.01
1899,"Opatow, Poland",1899.01.01
1899,"Budapest, Hungary",1899.01.01
1902,"Budapest, Hungary",1902.01.01
1923,"Budapest, Hungary",1923.01.01
1912,"Budapest, Hungary",1912.01.01
1912,"Budapest, Hungary",1912.01.01
1922,"Budapest, Hungary",1922.01.01
1910,"Budapest, Hungary",1910.01.01
1894,"Budapest, Hungary",1894.01.01
1911,"Budapest, Hungary",1911.01.01
1903,"Budapest, Hungary",1903.01.01
1903,"Budapest, Hungary",1903.01.01
1906,"Budapest, Hungary",1906.01.01
1885,"Budapest, Hungary",1885.01.01
1885,"Budapest, Hungary",1885.01.01
1901,"Budapest, Hungary",1901.01.01
1901,"Budapest, Hungary",1901.01.01
1901,"Budapest, Hungary",1901.01.01
1905,"Budapest, Hungary",1905.01.01
1916,"Budapest, Hungary",1916.01.01
1917,"Budapest, Hungary",1917.01.01
1917,"Budapest, Hungary",1917.01.01
1919,"Budapest, Hungary",1919.01.01
1887,"Budapest, Hungary",1887.01.01
1899,"Trautenau,",1899.01.01
1899,"Szereszow, Poland",1899.01.01
1923,"Szereszow, Poland",1923.01.01
1900,"Szereszow, Poland",1900.01.01
1932,"Szereszow, Poland",1932.01.01
1930,"Szereszow, Poland",1930.01.01
1928,"Szereszow, Poland",1928.01.01
1929,"Szereszow, Poland",1929.01.01
1925,"Szereszow, Poland",1925.01.01
1907,"Szereszow, Poland",1907.01.01
1899,"Warthenau, Poland",1899.01.01
1923,"Warthenau, Poland",1923.01.01
1909,"Warthenau, Poland",1909.01.01
1896,"Warthenau, Poland",1896.01.01
1917,"Warthenau, Poland",1917.01.01
1899,"Ceska Lipa, Czechoslovakia",1899.01.01
1905,"Ceska Lipa, Czechoslovakia",1905.01.01
1899,"Garlele Gazariei, Romania",1899.01.01
1899,"Sarajevo, Yugoslavia",1899.01.01
1880,"Sarajevo, Yugoslavia",1880.01.01
1910,"Sarajevo, Yugoslavia",1910.01.01
1911,"Sarajevo, Yugoslavia",1911.01.01
1911,"Sarajevo, Yugoslavia",1911.01.01
1915,"Sarajevo, Yugoslavia",1915.01.01
1903,"Sarajevo, Yugoslavia",1903.01.01
1893,"Sarajevo, Yugoslavia",1893.01.01
1878,"Sarajevo, Yugoslavia",1878.01.01
1929,"Sarajevo, Yugoslavia",1929.01.01
1901,"Sarajevo, Yugoslavia",1901.01.01
1888,"Sarajevo, Yugoslavia",1888.01.01
1919,"Sarajevo, Yugoslavia",1919.01.01
1899,"Gdynia, Poland",1899.01.01
1898,"Gdynia, Poland",1898.01.01
1900,"Gdynia, Poland",1900.01.01
1871,"Gdynia, Poland",1871.01.01
1938,"Gdynia, Poland",1938.01.01
1938,"Gdynia, Poland",1938.01.01
1899,"Vienna, Austria",1899.01.01
1904,"Vienna, Austria",1904.01.01
1923,"Vienna, Austria",1923.01.01
1923,"Vienna, Austria",1923.01.01
1912,"Vienna, Austria",1912.01.01
1898,"Vienna, Austria",1898.01.01
1898,"Vienna, Austria",1898.01.01
1900,"Vienna, Austria",1900.01.01
1900,"Vienna, Austria",1900.01.01
1914,"Vienna, Austria",1914.01.01
1922,"Vienna, Austria",1922.01.01
1910,"Vienna, Austria",1910.01.01
1910,"Vienna, Austria",1910.01.01
1918,"Vienna, Austria",1918.01.01
1918,"Vienna, Austria",1918.01.01
1878,"Vienna, Austria",1878.01.01
1885,"Vienna, Austria",1885.01.01
1901,"Vienna, Austria",1901.01.01
1901,"Vienna, Austria",1901.01.01
1901,"Vienna, Austria",1901.01.01
1908,"Vienna, Austria",1908.01.01
1879,"Vienna, Austria",1879.01.01
1896,"Vienna, Austria",1896.01.01
1916,"Vienna, Austria",1916.01.01
1917,"Vienna, Austria",1917.01.01
1875,"Vienna, Austria",1875.01.01
1886,"Vienna, Austria",1886.01.01
1873,"Vienna, Austria",1873.01.01
1873,"Vienna, Austria",1873.01.01
1899,"Serock, Poland",1899.01.01
1921,"Serock, Poland",1921.01.01
1899,"Nowy Sacz, Poland",1899.01.01
1901,"Nowy Sacz, Poland",1901.01.01
1905,"Nowy Sacz, Poland",1905.01.01
1917,"Nowy Sacz, Poland",1917.01.01
1899,"Jaworzno, Poland",1899.01.01
1894,"Jaworzno, Poland",1894.01.01
1905,"Jaworzno, Poland",1905.01.01
1899,"Sokolka, Poland",1899.01.01
1902,"Sokolka, Poland",1902.01.01
1870,"Sokolka, Poland",1870.01.01
1900,"Sokolka, Poland",1900.01.01
1895,"Sokolka, Poland",1895.01.01
1890,"Sokolka, Poland",1890.01.01
1903,"Sokolka, Poland",1903.01.01
1878,"Sokolka, Poland",1878.01.01
1906,"Sokolka, Poland",1906.01.01
1905,"Sokolka, Poland",1905.01.01
1913,"Sokolka, Poland",1913.01.01
1916,"Sokolka, Poland",1916.01.01
1919,"Sokolka, Poland",1919.01.01
1875,"Sokolka, Poland",1875.01.01
1887,"Sokolka, Poland",1887.01.01
1899,"Maehrisch Ostrau, Czechoslovakia",1899.01.01
1936,"Maehrisch Ostrau, Czechoslovakia",1936.01.01
1899,"Antwerpen, Belgium",1899.01.01
1900,"Antwerpen, Belgium",1900.01.01
1895,"Antwerpen, Belgium",1895.01.01
1890,"Antwerpen, Belgium",1890.01.01
1890,"Antwerpen, Belgium",1890.01.01
1894,"Antwerpen, Belgium",1894.01.01
1925,"Antwerpen, Belgium",1925.01.01
1879,"Antwerpen, Belgium",1879.01.01
1916,"Antwerpen, Belgium",1916.01.01
1899,"Hust, Czechoslovakia",1899.01.01
1904,"Hust, Czechoslovakia",1904.01.01
1923,"Hust, Czechoslovakia",1923.01.01
1912,"Hust, Czechoslovakia",1912.01.01
1921,"Hust, Czechoslovakia",1921.01.01
1903,"Hust, Czechoslovakia",1903.01.01
1899,"Barsana, Romania",1899.01.01
1899,"Grodno, Poland",1899.01.01
1899,"Grodno, Poland",1899.01.01
1899,"Grodno, Poland",1899.01.01
1899,"Grodno, Poland",1899.01.01
1900,"Grodno, Poland",1900.01.01
1924,"Grodno, Poland",1924.01.01
1910,"Grodno, Poland",1910.01.01
1909,"Grodno, Poland",1909.01.01
1929,"Grodno, Poland",1929.01.01
1905,"Grodno, Poland",1905.01.01
1905,"Grodno, Poland",1905.01.01
1907,"Grodno, Poland",1907.01.01
1896,"Grodno, Poland",1896.01.01
1896,"Grodno, Poland",1896.01.01
1889,"Grodno, Poland",1889.01.01
1899,"Leverkusen, Germany",1899.01.01
1899,"Warschau,",1899.01.01
1902,"Warschau,",1902.01.01
1904,"Warschau,",1904.01.01
1912,"Warschau,",1912.01.01
1898,"Warschau,",1898.01.01
1882,"Warschau,",1882.01.01
1924,"Warschau,",1924.01.01
1921,"Warschau,",1921.01.01
1909,"Warschau,",1909.01.01
1918,"Warschau,",1918.01.01
1918,"Warschau,",1918.01.01
1915,"Warschau,",1915.01.01
1906,"Warschau,",1906.01.01
1905,"Warschau,",1905.01.01
1905,"Warschau,",1905.01.01
1913,"Warschau,",1913.01.01
1913,"Warschau,",1913.01.01
1907,"Warschau,",1907.01.01
1907,"Warschau,",1907.01.01
1883,"Warschau,",1883.01.01
1897,"Warschau,",1897.01.01
1897,"Warschau,",1897.01.01
1917,"Warschau,",1917.01.01
1899,"Amsterdam, The Netherlands",1899.01.01
1880,"Amsterdam, The Netherlands",1880.01.01
1870,"Amsterdam, The Netherlands",1870.01.01
1870,"Amsterdam, The Netherlands",1870.01.01
1937,"Amsterdam, The Netherlands",1937.01.01
1914,"Amsterdam, The Netherlands",1914.01.01
1922,"Amsterdam, The Netherlands",1922.01.01
1924,"Amsterdam, The Netherlands",1924.01.01
1928,"Amsterdam, The Netherlands",1928.01.01
1909,"Amsterdam, The Netherlands",1909.01.01
1894,"Amsterdam, The Netherlands",1894.01.01
1915,"Amsterdam, The Netherlands",1915.01.01
1906,"Amsterdam, The Netherlands",1906.01.01
1925,"Amsterdam, The Netherlands",1925.01.01
1883,"Amsterdam, The Netherlands",1883.01.01
1940,"Amsterdam, The Netherlands",1940.01.01
1872,"Amsterdam, The Netherlands",1872.01.01
1899,"Zagreb, Yugoslavia",1899.01.01
1912,"Zagreb, Yugoslavia",1912.01.01
1880,"Zagreb, Yugoslavia",1880.01.01
1898,"Zagreb, Yugoslavia",1898.01.01
1937,"Zagreb, Yugoslavia",1937.01.01
1937,"Zagreb, Yugoslavia",1937.01.01
1922,"Zagreb, Yugoslavia",1922.01.01
1932,"Zagreb, Yugoslavia",1932.01.01
1890,"Zagreb, Yugoslavia",1890.01.01
1910,"Zagreb, Yugoslavia",1910.01.01
1910,"Zagreb, Yugoslavia",1910.01.01
1921,"Zagreb, Yugoslavia",1921.01.01
1894,"Zagreb, Yugoslavia",1894.01.01
1935,"Zagreb, Yugoslavia",1935.01.01
1878,"Zagreb, Yugoslavia",1878.01.01
1929,"Zagreb, Yugoslavia",1929.01.01
1929,"Zagreb, Yugoslavia",1929.01.01
1885,"Zagreb, Yugoslavia",1885.01.01
1908,"Zagreb, Yugoslavia",1908.01.01
1879,"Zagreb, Yugoslavia",1879.01.01
1913,"Zagreb, Yugoslavia",1913.01.01
1884,"Zagreb, Yugoslavia",1884.01.01
1887,"Zagreb, Yugoslavia",1887.01.01
1887,"Zagreb, Yugoslavia",1887.01.01
1876,"Zagreb, Yugoslavia",1876.01.01
1876,"Zagreb, Yugoslavia",1876.01.01
1936,"Zagreb, Yugoslavia",1936.01.01
1899,"Bendin, Poland",1899.01.01
1902,"Bendin, Poland",1902.01.01
1932,"Bendin, Poland",1932.01.01
1890,"Bendin, Poland",1890.01.01
1915,"Bendin, Poland",1915.01.01
1926,"Bendin, Poland",1926.01.01
1926,"Bendin, Poland",1926.01.01
1885,"Bendin, Poland",1885.01.01
1899,"Satmar, Romania",1899.01.01
1902,"Satmar, Romania",1902.01.01
1902,"Satmar, Romania",1902.01.01
1909,"Satmar, Romania",1909.01.01
1916,"Satmar, Romania",1916.01.01
1889,"Satmar, Romania",1889.01.01
1889,"Satmar, Romania",1889.01.01
1886,"Satmar, Romania",1886.01.01
1899,Czechoslovakia,1899.01.01
1912,Czechoslovakia,1912.01.01
1937,Czechoslovakia,1937.01.01
1895,Czechoslovakia,1895.01.01
1892,Czechoslovakia,1892.01.01
1927,Czechoslovakia,1927.01.01
1918,Czechoslovakia,1918.01.01
1935,Czechoslovakia,1935.01.01
1931,Czechoslovakia,1931.01.01
1893,Czechoslovakia,1893.01.01
1878,Czechoslovakia,1878.01.01
1929,Czechoslovakia,1929.01.01
1925,Czechoslovakia,1925.01.01
1885,Czechoslovakia,1885.01.01
1885,Czechoslovakia,1885.01.01
1905,Czechoslovakia,1905.01.01
1933,Czechoslovakia,1933.01.01
1883,Czechoslovakia,1883.01.01
1896,Czechoslovakia,1896.01.01
1917,Czechoslovakia,1917.01.01
1936,Czechoslovakia,1936.01.01
1899,"Baden bei Wien, Austria",1899.01.01
1899,"Baden bei Wien, Austria",1899.01.01
1899,"Donji Miholjac, Yugoslavia",1899.01.01
1903,"Donji Miholjac, Yugoslavia",1903.01.01
1899,"Chorzów, Poland",1899.01.01
1902,"Chorzów, Poland",1902.01.01
1892,"Chorzów, Poland",1892.01.01
1890,"Chorzów, Poland",1890.01.01
1921,"Chorzów, Poland",1921.01.01
1899,"Prag, Czechoslovakia",1899.01.01
1899,"Prag, Czechoslovakia",1899.01.01
1901,"Prag, Czechoslovakia",1901.01.01
1913,"Prag, Czechoslovakia",1913.01.01
1899,"Lwow, Poland",1899.01.01
1870,"Lwow, Poland",1870.01.01
1895,"Lwow, Poland",1895.01.01
1922,"Lwow, Poland",1922.01.01
1931,"Lwow, Poland",1931.01.01
1906,"Lwow, Poland",1906.01.01
1885,"Lwow, Poland",1885.01.01
1902,"Floehau, Czechoslovakia",1902.01.01
1904,"Floehau, Czechoslovakia",1904.01.01
1902,"Prosnitz,",1902.01.01
1902,"Ołyka, Poland",1902.01.01
1904,"Ołyka, Poland",1904.01.01
1926,"Ołyka, Poland",1926.01.01
1902,"Pruzana, Poland",1902.01.01
1889,"Pruzana, Poland",1889.01.01
1940,"Pruzana, Poland",1940.01.01
1902,"Ozorkow, Poland",1902.01.01
1898,"Ozorkow, Poland",1898.01.01
1885,"Ozorkow, Poland",1885.01.01
1888,"Ozorkow, Poland",1888.01.01
1902,Luxembourg,1902.01.01
1902,"Klosenburg, Romania",1902.01.01
1902,"Secureni, Romania",1902.01.01
1902,"Wloclawek, Poland",1902.01.01
1912,"Wloclawek, Poland",1912.01.01
1898,"Wloclawek, Poland",1898.01.01
1890,"Wloclawek, Poland",1890.01.01
1910,"Wloclawek, Poland",1910.01.01
1918,"Wloclawek, Poland",1918.01.01
1911,"Wloclawek, Poland",1911.01.01
1925,"Wloclawek, Poland",1925.01.01
1885,"Wloclawek, Poland",1885.01.01
1916,"Wloclawek, Poland",1916.01.01
1902,"Hankowice, Poland",1902.01.01
1923,"Hankowice, Poland",1923.01.01
1908,"Hankowice, Poland",1908.01.01
1902,"Targu Mures, Romania",1902.01.01
1900,"Targu Mures, Romania",1900.01.01
1892,"Targu Mures, Romania",1892.01.01
1917,"Targu Mures, Romania",1917.01.01
1902,"Bialystok, Poland",1902.01.01
1902,"Bialystok, Poland",1902.01.01
1895,"Bialystok, Poland",1895.01.01
1892,"Bialystok, Poland",1892.01.01
1892,"Bialystok, Poland",1892.01.01
1890,"Bialystok, Poland",1890.01.01
1890,"Bialystok, Poland",1890.01.01
1918,"Bialystok, Poland",1918.01.01
1860,"Bialystok, Poland",1860.01.01
1860,"Bialystok, Poland",1860.01.01
1860,"Bialystok, Poland",1860.01.01
1902,"Nowa Wies, Poland",1902.01.01
1902,"Vicovul de Sus, Romania",1902.01.01
1902,"Rejowiec, Poland",1902.01.01
1915,"Rejowiec, Poland",1915.01.01
1888,"Rejowiec, Poland",1888.01.01
1887,"Rejowiec, Poland",1887.01.01
1902,"Cebinja, Poland",1902.01.01
1912,"Cebinja, Poland",1912.01.01
1882,"Cebinja, Poland",1882.01.01
1914,"Cebinja, Poland",1914.01.01
1914,"Cebinja, Poland",1914.01.01
1910,"Cebinja, Poland",1910.01.01
1908,"Cebinja, Poland",1908.01.01
1902,"Malacka, Czechoslovakia",1902.01.01
1898,"Malacka, Czechoslovakia",1898.01.01
1898,"Malacka, Czechoslovakia",1898.01.01
1898,"Malacka, Czechoslovakia",1898.01.01
1900,"Malacka, Czechoslovakia",1900.01.01
1895,"Malacka, Czechoslovakia",1895.01.01
1902,Romania,1902.01.01
1902,Romania,1902.01.01
1912,Romania,1912.01.01
1880,Romania,1880.01.01
1880,Romania,1880.01.01
1880,Romania,1880.01.01
1880,Romania,1880.01.01
1870,Romania,1870.01.01
1900,Romania,1900.01.01
1882,Romania,1882.01.01
1914,Romania,1914.01.01
1922,Romania,1922.01.01
1892,Romania,1892.01.01
1892,Romania,1892.01.01
1910,Romania,1910.01.01
1921,Romania,1921.01.01
1881,Romania,1881.01.01
1894,Romania,1894.01.01
1894,Romania,1894.01.01
1915,Romania,1915.01.01
1885,Romania,1885.01.01
1908,Romania,1908.01.01
1917,Romania,1917.01.01
1865,Romania,1865.01.01
1902,"Wegrow,",1902.01.01
1902,"Wilna, Poland",1902.01.01
1902,"Wilna, Poland",1902.01.01
1904,"Wilna, Poland",1904.01.01
1900,"Wilna, Poland",1900.01.01
1890,"Wilna, Poland",1890.01.01
1910,"Wilna, Poland",1910.01.01
1910,"Wilna, Poland",1910.01.01
1910,"Wilna, Poland",1910.01.01
1915,"Wilna, Poland",1915.01.01
1906,"Wilna, Poland",1906.01.01
1908,"Wilna, Poland",1908.01.01
1908,"Wilna, Poland",1908.01.01
1905,"Wilna, Poland",1905.01.01
1917,"Wilna, Poland",1917.01.01
1919,"Wilna, Poland",1919.01.01
1902,"Cernauti, Romania",1902.01.01
1902,"Cernauti, Romania",1902.01.01
1896,"Cernauti, Romania",1896.01.01
1902,"Sadagora, Romania",1902.01.01
1902,"Slatina, Czechoslovakia",1902.01.01
1902,"Czernowitz, Romania",1902.01.01
1923,"Czernowitz, Romania",1923.01.01
1911,"Czernowitz, Romania",1911.01.01
1902,"Yelen, Poland",1902.01.01
1924,"Yelen, Poland",1924.01.01
1902,"Oradea, Romania",1902.01.01
1923,"Oradea, Romania",1923.01.01
1912,"Oradea, Romania",1912.01.01
1912,"Oradea, Romania",1912.01.01
1900,"Oradea, Romania",1900.01.01
1928,"Oradea, Romania",1928.01.01
1921,"Oradea, Romania",1921.01.01
1868,"Oradea, Romania",1868.01.01
1917,"Oradea, Romania",1917.01.01
1940,"Oradea, Romania",1940.01.01
1936,"Oradea, Romania",1936.01.01
1902,"Sojmy, Czechoslovakia",1902.01.01
1898,"Sojmy, Czechoslovakia",1898.01.01
1927,"Sojmy, Czechoslovakia",1927.01.01
1902,"Beograd, Yugoslavia",1902.01.01
1895,"Beograd, Yugoslavia",1895.01.01
1890,"Beograd, Yugoslavia",1890.01.01
1885,"Beograd, Yugoslavia",1885.01.01
1902,"Laukuva, Lithuania",1902.01.01
1906,"Laukuva, Lithuania",1906.01.01
1902,"Rybnik, Poland",1902.01.01
1912,"Rybnik, Poland",1912.01.01
1882,"Rybnik, Poland",1882.01.01
1885,"Rybnik, Poland",1885.01.01
1908,"Rybnik, Poland",1908.01.01
1908,"Rybnik, Poland",1908.01.01
1905,"Rybnik, Poland",1905.01.01
1865,"Rybnik, Poland",1865.01.01
1872,"Rybnik, Poland",1872.01.01
1902,"Muttersdorf, Czechoslovakia",1902.01.01
1902,"Dabrowa Gornicza, Poland",1902.01.01
1912,"Dabrowa Gornicza, Poland",1912.01.01
1880,"Dabrowa Gornicza, Poland",1880.01.01
1880,"Dabrowa Gornicza, Poland",1880.01.01
1870,"Dabrowa Gornicza, Poland",1870.01.01
1882,"Dabrowa Gornicza, Poland",1882.01.01
1882,"Dabrowa Gornicza, Poland",1882.01.01
1914,"Dabrowa Gornicza, Poland",1914.01.01
1895,"Dabrowa Gornicza, Poland",1895.01.01
1924,"Dabrowa Gornicza, Poland",1924.01.01
1881,"Dabrowa Gornicza, Poland",1881.01.01
1893,"Dabrowa Gornicza, Poland",1893.01.01
1871,"Dabrowa Gornicza, Poland",1871.01.01
1913,"Dabrowa Gornicza, Poland",1913.01.01
1884,"Dabrowa Gornicza, Poland",1884.01.01
1874,"Dabrowa Gornicza, Poland",1874.01.01
1902,"Radomsko, Poland",1902.01.01
1902,"Radomsko, Poland",1902.01.01
1904,"Radomsko, Poland",1904.01.01
1904,"Radomsko, Poland",1904.01.01
1891,"Radomsko, Poland",1891.01.01
1914,"Radomsko, Poland",1914.01.01
1914,"Radomsko, Poland",1914.01.01
1895,"Radomsko, Poland",1895.01.01
1895,"Radomsko, Poland",1895.01.01
1924,"Radomsko, Poland",1924.01.01
1910,"Radomsko, Poland",1910.01.01
1921,"Radomsko, Poland",1921.01.01
1921,"Radomsko, Poland",1921.01.01
1921,"Radomsko, Poland",1921.01.01
1881,"Radomsko, Poland",1881.01.01
1918,"Radomsko, Poland",1918.01.01
1908,"Radomsko, Poland",1908.01.01
1905,"Radomsko, Poland",1905.01.01
1905,"Radomsko, Poland",1905.01.01
1877,"Radomsko, Poland",1877.01.01
1917,"Radomsko, Poland",1917.01.01
1889,"Radomsko, Poland",1889.01.01
1886,"Radomsko, Poland",1886.01.01
1902,"Kolbuszowa, Poland",1902.01.01
1904,"Kolbuszowa, Poland",1904.01.01
1890,"Kolbuszowa, Poland",1890.01.01
1910,"Kolbuszowa, Poland",1910.01.01
1894,"Kolbuszowa, Poland",1894.01.01
1903,"Kolbuszowa, Poland",1903.01.01
1903,"Kolbuszowa, Poland",1903.01.01
1908,"Kolbuszowa, Poland",1908.01.01
1905,"Kolbuszowa, Poland",1905.01.01
1889,"Kolbuszowa, Poland",1889.01.01
1902,"Cizew, Poland",1902.01.01
1902,"Kielce,",1902.01.01
1923,"Kielce,",1923.01.01
1914,"Kielce,",1914.01.01
1914,"Kielce,",1914.01.01
1921,"Kielce,",1921.01.01
1902,"Duesseldorf, Germany",1902.01.01
1882,"Duesseldorf, Germany",1882.01.01
1871,"Duesseldorf, Germany",1871.01.01
1902,"Sitno, Poland",1902.01.01
1918,"Sitno, Poland",1918.01.01
1902,"Katowice, Poland",1902.01.01
1882,"Katowice, Poland",1882.01.01
1935,"Katowice, Poland",1935.01.01
1878,"Katowice, Poland",1878.01.01
1902,"Dobra, Poland",1902.01.01
1900,"Dobra, Poland",1900.01.01
1927,"Dobra, Poland",1927.01.01
1925,"Dobra, Poland",1925.01.01
1934,"Dobra, Poland",1934.01.01
1902,"Pelles,",1902.01.01
1902,"Zarnow, Poland",1902.01.01
1912,"Zarnow, Poland",1912.01.01
1891,"Zarnow, Poland",1891.01.01
1891,"Zarnow, Poland",1891.01.01
1902,"Sucha, Poland",1902.01.01
1898,"Sucha, Poland",1898.01.01
1927,"Sucha, Poland",1927.01.01
1935,"Sucha, Poland",1935.01.01
1926,"Sucha, Poland",1926.01.01
1902,"Szarvas, Hungary",1902.01.01
1902,"Preszow, Czechoslovakia",1902.01.01
1904,"Preszow, Czechoslovakia",1904.01.01
1900,"Preszow, Czechoslovakia",1900.01.01
1914,"Preszow, Czechoslovakia",1914.01.01
1902,"Aknaszlatina, Czechoslovakia",1902.01.01
1902,"Jindrichuv Hradec, Czechoslovakia",1902.01.01
1876,"Jindrichuv Hradec, Czechoslovakia",1876.01.01
1902,"Neu Oetting,",1902.01.01
1902,"Druja, Poland",1902.01.01
1915,"Druja, Poland",1915.01.01
1904,"Stoczek, Poland",1904.01.01
1904,"Asneitin, Poland",1904.01.01
1880,"Asneitin, Poland",1880.01.01
1910,"Asneitin, Poland",1910.01.01
1904,"Skarzysko Kamienna, Poland",1904.01.01
1900,"Skarzysko Kamienna, Poland",1900.01.01
1892,"Skarzysko Kamienna, Poland",1892.01.01
1921,"Skarzysko Kamienna, Poland",1921.01.01
1896,"Skarzysko Kamienna, Poland",1896.01.01
1904,"Zywiec, Poland",1904.01.01
1904,"Apsa, Czechoslovakia",1904.01.01
1870,"Apsa, Czechoslovakia",1870.01.01
1922,"Apsa, Czechoslovakia",1922.01.01
1930,"Apsa, Czechoslovakia",1930.01.01
1924,"Apsa, Czechoslovakia",1924.01.01
1928,"Apsa, Czechoslovakia",1928.01.01
1926,"Apsa, Czechoslovakia",1926.01.01
1938,"Apsa, Czechoslovakia",1938.01.01
1940,"Apsa, Czechoslovakia",1940.01.01
1872,"Apsa, Czechoslovakia",1872.01.01
1904,"Borsa, Romania",1904.01.01
1892,"Borsa, Romania",1892.01.01
1917,"Borsa, Romania",1917.01.01
1904,"Brunn, Czechoslovakia",1904.01.01
1904,"Brno, Czechoslovakia",1904.01.01
1937,"Brno, Czechoslovakia",1937.01.01
1900,"Brno, Czechoslovakia",1900.01.01
1909,"Brno, Czechoslovakia",1909.01.01
1909,"Brno, Czechoslovakia",1909.01.01
1894,"Brno, Czechoslovakia",1894.01.01
1894,"Brno, Czechoslovakia",1894.01.01
1906,"Brno, Czechoslovakia",1906.01.01
1885,"Brno, Czechoslovakia",1885.01.01
1907,"Brno, Czechoslovakia",1907.01.01
1897,"Brno, Czechoslovakia",1897.01.01
1897,"Brno, Czechoslovakia",1897.01.01
1888,"Brno, Czechoslovakia",1888.01.01
1863,"Brno, Czechoslovakia",1863.01.01
1904,"Kovrin, Poland",1904.01.01
1900,"Kovrin, Poland",1900.01.01
1922,"Kovrin, Poland",1922.01.01
1924,"Kovrin, Poland",1924.01.01
1890,"Kovrin, Poland",1890.01.01
1918,"Kovrin, Poland",1918.01.01
1906,"Kovrin, Poland",1906.01.01
1904,"Litzmannstadt, Poland",1904.01.01
1904,"Litzmannstadt, Poland",1904.01.01
1923,"Litzmannstadt, Poland",1923.01.01
1923,"Litzmannstadt, Poland",1923.01.01
1912,"Litzmannstadt, Poland",1912.01.01
